As a client, I want to be shown for each event's market the unmatched odds and their stake, showing the highest odds for backing and the lowest for laying, so that I can make the most suitable bet.;Permitting the user to know which are the best available odd and stake to bet.;The UI will be updated. The system will calculate for each unmatched list, the first three odds from the list and the relative sum of stakes and it will return these results to the UI.;The UI will correctly show three odds and the sum per each result in every market.;The updated UI showing the odds and stake.;30;0;3;3;;;;;;;;;;;;;;;
As a client, I want to modify the amount and the odds of the bets before submission, so that I can modify my bet if I change my mind.;Allow the user to modify the non-matched without having to cancel them.;A modify button will be implemented on the UI and will allow the user to insert the new odd and/or the new amount of money he wants to bet. Once submitted, the system will change the amount of money in the bet if the odd has not been modified. Otherwise, it will remove the node and put a new one in the corresponding odd queue.;The modify button works, and if the user submits the changes, the new bet will be correctly modified and the account balance updated. The user will remain in the same position in the odds queue or will be put correctly in the right odd queue.;The modify button and in the case of successful bet change, the new bet will be shown (as unmatched);30;0;3;5;;;;;;;;;;;;;;;
As a client, I want to automatically select a bet that I want to make by clicking on the best odd shown on the event page, so that I don't have to insert manually the bet's odd.;Provide a fast way to make a bet.;The three best odds shown for each result will be changed to a button that once pressed will insert the corresponding value in the bet form.;The correct odd will be put on the odd form once pressed (but it can be manually modified), if the user presses another odd, it will be updated. The amount of money will remain blank.;New buttons for making a bet and the odd automatically inserted on the odd form.;20;0;2;2;;;;;;;;;;;;;;;
As a client, I want the odds to automatically refresh when a user bets, so that I can have the up to date odds.;Provide always the most updated odds and stake for every result, avoiding user's mistake caused by erroneously displayed onformations.;An observer will be implemented that will notify the UIController when an unmatched list is being modified. When so the UIController will recall the function to get the new odds and stakes.;The observer will correctly notify In the case of modification of the unmatched lists. It will not notify if there are no modifications. The UIController will update the informations.;The odds and stake refresh when someone modifies the unmatched list.;40;1;1;7;;;;;;;;;;;;;;;
As a client, I want to manually refresh the odds, so that I can refresh when the system is slow in the automatic update.;Allow the user to manually update the odds when the automatic updating system is not fast enough.;A refresh button will be implementing which recall the function to get the odds and stake.;The refresh button will correctly refresh the informations.;The refresh button on the event page.;10;0;1;1;;;;;;;;;;;;;;;
As a client, I want to have access to my transactions list, so that I can keep tracking my income and expenditure.;Provide the user with an interface in which he can get the informations regarding his income and expenditure.;A user personal area will be implemented. In this area, it will be possible to query a transaction list, and it will display as a table.;The personal area has to be well formed, as well for the transactions table. The table will show the transactions made by the user within a certain period (chosen by the user). The transactions shown are only the one made by the user himself (not by other users).;A new page for the user's personal area, and the section in which the table with the transactions made by the user are displayed.;50;1;1;7;;;;;;;;;;;;;;;
As a client, I want my wins to be summed to my account balance, so that I can use or withdraw them.;Guarantee the user the credit he has won to be usable.;The exchange system will check all the user who has won (by checking the results passed as input) and calls the accounting system passing the amount of money to credit according to the bet made by the user. The accounting database will be updated.;All the user who won will be credited with their winnings. None of the losing users will be charged. The transaction is correctly added in the accounting database.;The updated account balance and the winning transaction in their transactions list.;30;0;1;5;;;;;;;;;;;;;;;
As a client, I want to can choose to deposit with direct debit on my credit card, so that I can speed up the payment processes.;Create a payment system through which the user can charge his credit. Allow the user to deposit with a method that doesn't charge the company with any fee.;A payment service will be implemented. Inside the personal area, there will be implemented some graphical stuff for making deposits. Once the informations are submitted the payment system will try to connect with the card circuit system, if it succeeds it will request the payment. An error handling system will also be implemented which will handle the case of wrong informations or payment rejected. In the case of success, the system will submit the payment to the accounting service which will update the user's account balance.;The appropriate databases will be properly updated In the case of payment success. In all the other cases the user account balance must not be charged and a proper error message will be returned.;The updated account balance and the company's internal database or In the case of failure, an error message with the motivation of the failure (e.g. invalid credit card informations or insufficient credit.;110;3;3;25;;;;;;;;;;;;;;;
As accounting manager, I want the aborted payment operations to be correctly cancelled, so that the client doesn't receive the credit that he hasn't paid for.;Prevent the user from being charged for credit that he has not paid for and the company to lose money.;The system will be improved to detect the abortion of the payment due to user actions (e.g. close the page while a payment is in progress), and then correctly reset the settings as before the start of the payment.;When a payment is aborted the system will restore the state of the system as before the payment, and no credit will be charged to the user.;An error message informing the user that the payment has been aborted.;35;1;1;7;;;;;;;;;;;;;;;
As a client, I want my credit card information to be saved, so that I can do operations with it without having to insert manually the data each time;Allow the user to manually insert his credit card informations each time he wants to make a payment.;A tick box will be put on the payment page when inserting a new credit card, in order to save the informations when it is ticked. The informations will be saved only if the payment succeed. If the user has saved credit cards, he can choose it by clicking the card when the payment method is asked.;The credit card informations have to be correctly saved in the database. The user cannot use the credit card saved by another user. The user can automatically insert the informations of his saved card by selecting it. No credit card with wrong informations will be saved.;The saved credit card displayed on the payment page, and the informations inserted when the card is selected.;60;1;4;7;;;;;;;;;;;;;;;
As a client, I want to be possible to insert more than one credit card, so that I can pay with a card if I finished my credit in one (or more) card;Allow the user to have more choices for his payments.;Modification to the UI will be made to allow for all the credit cards saved by the user to be saved.;All the credit card saved by the user will be displayed when a payment method is asked. When selecting a saved credit card, the informations inserted for the payment will be the same for the card selected. All the previous conditions for the payment system need to be preserved.;The credit cards displayed on the payment page.;25;0;2;5;;;;;;;;;;;;;;;
As a client, I want to withdraw my credit, so that I can receive the money I won (or just the remaining credit).;Allow the user to get his money back.;In the payment page, the option to withdraw will be implemented. The informations related to the payment will be the same as for the deposit. However, the only thing that will change will be the payment request. All the database will be updated unless the payment fails.;The system will subtract the withdrawal import to the user's account balance if the withdrawal succeeds, or an error message is displayed.;The updated account balance and the company's internal database or In the case of failure, an error message with the motivation of the failure (e.g. invalid credit card informations or insufficient credit.;50;1;3;10;;;;;;;;;;;;;;;
As a product owner, I want the system to prevent the user from withdrawing an amount greater than his credit, so that the company doesn't lose money.;Prevent the user from receiving more money that he owns.;When a withdrawal request is submitted, the system will check the user's account balance. If the user has not enough credit to cover the withdrawal, the system will terminate the request and display a proper error message.;No amount greater than the user credit will be withdrawn. In the case of sufficient credit, the withdrawal process will continue normally.;The error message when the import is not enough to cover the request.;20;0;1;2;;;;;;;;;;;;;;;
As a product owner, I want the system to prevent to prevent the user from withdrawing an amount smaller than a certain default value (e.g. 10€), so that the system doesn't have to handle too small transactions.;Prevent the system from receiving a lot of small transactions.;When a withdrawal request is submitted, the system will check if the import selected by the user is greater than the default value. If not the system will terminate the request and display a proper error message.;No amount smaller than the default value will be deposited. In the case of greater import, the withdrawal process will continue normally.;The error message when the import is smaller than the default value.;10;0;1;1;;;;;;;;;;;;;;;
As a client, I want to can choose to deposit with PayPal, so that I don't have to insert my card details.;Permit the user to make payments with more methods.;The UI will be updated to allow the user to make PayPal payments which will require the user to insert the email associated with the PayPal account. When the request is submitted the system will redirect the user to the PayPal interface. Once the system receives the payment it will update all the stuff he has to update.;The appropriate databases will be properly updated In the case of payment success. In all the other cases the user account balance must not be charged and a proper error message will be returned.;The updated account balance and the company's internal database or In the case of failure, an error message with the motivation of the failure (e.g. invalid credit card informations or insufficient credit.;60;1;2;10;;;;;;;;;;;;;;;
As a product owner, I want the system to prevent the user from depositing an amount smaller than a certain default value (that will depend on the payment method), so that the system doesn't have to handle too small transactions.;Prevent the system from receiving a lot of small transactions.;When a deposit request is submitted, the system will check if the import selected by the user is greater than the default value of the selected payment method. If not the system will terminate the request and display a proper error message.;No amount smaller than the default value will be deposited. In the case of greater import, the deposit process will continue normally.;The error message when the import is smaller than the default value.;10;0;1;1;;;;;;;;;;;;;;;
As a client, I want to be possible to remove credit cards I have previously registered, so that I cannot pay with this card.;Allow the user to remove a credit card informations if he no longer wants to use it with the system.;In the payment page, a button to remove a saved credit card will be implemented. The button will be connected to a function which will remove the selected card from the database.;The remove button is correctly displayed near each saved credit card and once pressed, the informations related to the card is deleted from the database. The deleted credit card informations will be no longer accessible to the users.;A removal success message when a card is deleted.;20;0;2;2;;;;;;;;;;;;;;;
As a client, I want to select my favourite payment method, so that I don't have to select it each time, so that I can speed up the payment process.;Provide the user with an automatic system for selecting the payment method.;Before submitting a payment request, it will possible to choose the selected payment method as the favourite. In case a favourite payment method was already saved by the user, it will not ask to change it, unless the user does not tick the box for saving the method as the favourite. If a favourite payment method was selected, when attempting to make a payment request, the favourite method will be displayed.;The payment method will be correctly selected when the user wants to make or receive a payment if he has chosen one. The payment will be saved as the favourite if the user submits the request and tick the box. If the payment fails, the payment method will not be saved.;The updated UI for select a payment method as the favourite. The payment method automatically displayed when opening the payment page if the user has previously selected a favourite method.;35;0;3;2;;;;;;;;;;;;;;;
As a client, I want to cancel withdrawal not yet processed, so that I can use the money instead of withdrawing the credit.;Allow the company to keep the user's money, and permitting the user to spend his credit without having to deposit first.;The withdrawal that still has to be processed will be put in a queue that will pay by the system in this order. The user can cancel his withdrawal requests in an appropriate page in his personal area. Once cancelled, the system will find the withdrawal among the not-processed withdrawal queue and remove it from the queue. The user's account balance will be also updated.;The user cannot cancel a withdrawal request made by another user. When a withdrawal is cancelled, only the selected one is removed from the queue, keeping unaltered the other withdrawal requests. The user's account balance will be correctly updated.;The user's credit updated and the withdrawal request;60;0;4;10;;;;;;;;;;;;;;;
As a client, I want to know for each withdrawal method the limits, the commissions and the estimated time for the process, so that I can choose the most suitable payment method for me.;Inform the users about the limit imposed by the system for the withdrawal.;In the payment page, the UI has to be updated showing the informations regarding the commissions, limits and estimated elaboration time.;The informations are correctly displayed on the payment page.;The updated UI.;15;0;1;2;;;;;;;;;;;;;;;
As an accountant, I want to cancel irregular payment operations, so that the company doesn't lose money.;Provide a manual method to correct system's mistakes.;A special UI will be implemented for the company's employees (in this case for the accounting office). It will be possible to search through the payments made by the user and it will be possible to cancel them.;The transactions are shown on the employee's interface and the option to remove it remove the selected transactions from the database. This operation will also correctly update the user's account balance.;The employee's interface and the update of the databases when an operation is removed.;60;2;1;10;;;;;;;;;;;;;;;
As a client, I want to select the amount of money I want to withdraw/deposit directly pressing a button (e.g. one for 10€, one for 25€ etc..), instead of manually write it in the form, so that I can speed up the payment process.;Make easier and faster the payment process for the user.;New buttons will be implemented, which will copy the label in the import form when pressed.;The import shown on the button is copied in the import form when pressed. The buttons are properly displayed next to the import form on the payment page.;The import buttons, and the amount of money selected displayed on the import form.;10;0;1;1;;;;;;;;;;;;;;;
As a product owner, I want the withdrawal credit of a user to be not comprehensive of the amount deposited and not used by the user, so that the user can only withdraw his wins.;Force the user to use at least once the import he has deposited.;"The account balance will be comprehensive of a new field called ""withdrawable credit"". When attempting to make a withdraw, the system will check this field instead of the previously ""credit"" field. The withdrawable credit will be incremented only by the winnings of the user (when the user win, both the withdrawable credit and the total credit are incremented)";The system will prevent the user from withdrawing an amount greater than the withdrawable credit. When the user deposit, the deposited amount will not be summed to the withdrawable credit. The withdrawable credit is correctly updated when the user wins.;An error message when the user tries to withdraw an amount greater than his withdrawable credit.;20;0;3;2;;;;;;;;;;;;;;;
As an accountant, I want every deposit, withdrawal or balance update, to be registered on the audit system, so that I can easily manage the income of the company.;Create a system that permits the company to have an organised view of the income and expenditure.;An audit system will be implemented which will monitor and register the accounting system's activities. The accounting office will be granted the possibility to access the report produced by the audit system through their control area.;The audit system will correctly register the activities and create a report at the end of every specified period.;The report accessible through the accounting panel;40;1;1;7;;;;;;;;;;;;;;;
As a client, I want the system to protect my sensitive data with proper security measurements, so that an intruder cannot get my data.;Guarantee the security of the users' sensitive data.;A security service is to be implemented. This service will provide functions for encrypting and decrypting data. Modifications to all the class who handle sensitive data are required.;The system will be able to encrypt and decrypt data.;The encrypted data and the decrypted data.;100;1;4;20;;;;;;;;;;;;;;;
As a client, I want to can choose to deposit with Neteller, so that I don't have to insert my card details.;Permit the user to make payments with more methods.;The UI will be updated to allow the user to make Neteller payments which will require the user to insert the email associated with the Neteller account. When the request is submitted the system will redirect the user to the Neteller interface. Once the system receives the payment it will update all the stuff he has to update.;The appropriate databases will be properly updated In the case of payment success. In all the other cases the user account balance must not be charged and a proper error message will be returned.;The updated account balance and the company's internal database or In the case of failure, an error message with the motivation of the failure (e.g. invalid credit card informations or insufficient credit.;60;1;2;7;;;;;;;;;;;;;;;
As a client, I want to can choose to deposit with Skrill, so that I don't have to insert my card details.;Permit the user to make payments with more methods.;The UI will be updated to allow the user to make Skrill payments which will require the user to insert the email associated with the Skrill account. When the request is submitted the system will redirect the user to the Skrill interface. Once the system receives the payment it will update all the stuff he has to update.;The appropriate databases will be properly updated In the case of payment success. In all the other cases the user account balance must not be charged and a proper error message will be returned.;The updated account balance and the company's internal database or In the case of failure, an error message with the motivation of the failure (e.g. invalid credit card informations or insufficient credit.;60;1;2;7;;;;;;;;;;;;;;;
As a client, I want to can choose to deposit with Bank Transfer, so that I can still make a deposit even if I don't have a credit card.;Permit the user to make payments with more methods.;The UI will be updated to allow the user to make Banc Transfer payments which will require the user to insert his banking account informations. When the request is submitted the system will attempt a connection with the bank. Once the system receives the payment it will update all the stuff he has to update.;The appropriate databases will be properly updated In the case of payment success. In all the other cases the user account balance must not be charged and a proper error message will be returned.;The updated account balance and the company's internal database or In the case of failure, an error message with the motivation of the failure (e.g. invalid credit card informations or insufficient credit.;80;1;3;10;;;;;;;;;;;;;;;
As a client, I want to be possible to register a new account from the login page, so that I can use the system.;Allow potential clients to start using the system.;A dedicated UI for the registration has to be implemented. Once submitted, the informations will be saved in the user's database.;The UI will allow the user to insert the data for a new account. The account will be successfully inserted into the database. A new account with an already registered email will be denied.;The user can login with a registered account. An error message will be displayed if the registration fails.;60;1;3;5;;;;;;;;;;;;;;;
As a client, I want to write my own secret question in addition to the possibility to select a predefined one, so that I can choose any question I want.;Give the user more option verify his identity In the case of need.;In the registration page, a form to insert a personal secret question will be added.;If the user selects a pre-defined question, he will not be allowed to write the personal question. Vice-versa if he has written a personal question, the pre-defined questions will be disabled.;The updated UI with the personal question form on the registration page.;20;0;2;2;;;;;;;;;;;;;;;
As a security officer, I want the password chosen by the user to be 8-16 characters length, with at least one number, one special character and different caps so, so that it is more difficult to guess it.;Force the user to choose a secure password.;During the registration process, the system will check the password provided by the user. If it doesn't have the requirements it will show an error and the user will not be able to submit the registration without choosing a proper password.;Only accounts with passwords that respect the conditions imposed can be submitted.;An error message when the user inserts a non-valid password.;10;0;1;1;;;;;;;;;;;;;;;
As a product owner, I want the 5% of a user's win to be deducted from his credit after each match, so that the company can make profit.;Permit the company to make profit.;When the accounting system credit a win, it will create a new transaction which subtracts to the user's credit the 5% of the win.;The commission is paid at every win. The transaction import will be exactly 5% of the winning.;The commission transaction when the user wins.;15;0;1;2;;;;;;;;;;;;;;;
As a client, I want a fee reduction system which applies a discount to the fee I have to pay for each match, so that I can earn more money.;Reward the more active users and stimulate them to continue using the system.;A fidelity system has to be implemented. The system will check if the user's fidelity status and apply a discount when calculating the commissions.;The transaction import will be reduced by the fidelity discount. No discount will be applied to the user who does not have a proper fidelity status.;A reduction for users who have gained a discount.;30;1;2;2;;;;;;;;;;;;;;;
As a client, I want my fidelity points to be increased at the end of a match, so that I can achieve commissions reduction.;Provide a hierarchy of fidelity discount and reward more the more active users.;When the users are charged for commissions or for a lost bet, the system will calculate the points to be summed to the one the user has already gained. When reaching a certain level, the user's fidelity status will upgrade.;The fidelity points are correctly calculating proportionally to the money paid by the user. A user reaches a certain status only if he reaches the number sufficient of points. The user will not gain more points than he deserves;The update of the user's fidelity points and the change of user's status.;20;0;2;2;;;;;;;;;;;;;;;
As a product owner, I want the system to subtract 15% of a user fidelity points at the end of every week, so that the user are forced to bet in order to maintain his points.;Force the user to keep using the system if he wants to keep his fidelity status (and discount);A timer service will be implemented, it will regularly check the time, and if the time set arrives it will call the associated function. One timer will be set for the reduction of the points which will occur at midnight of each Sunday. The reduction function updates the users' fidelity points reducing them by 15%.;At the end of the week, every user' fidelity points will be reduced by 15%.;The fidelity points reduced on Sunday.;40;1;1;5;;;;;;;;;;;;;;;
As a client, I want to have the possibility to specify a period of inactivity (vacation period), so that my fidelity points are prevented from decreasing due to the weekly reduction;Allow the user to select an inactivity period preventing the user from losing fidelity points.;The UI will be updated showing a form to request a vacation period. By selecting a vacation period, the user will set a timer which will prevent the system to call the reduction function.;During the vacation period, no fidelity points will be lost on Sunday. At the end of the vacation period, the reduction timer will be restored.;The updated UI showing the vacation period option.;40;1;3;5;;;;;;;;;;;;;;;
As a product owner, I want the system to not add fidelity points to a user in his vacation period, so that the users cannot earn points if they choose to not lose them.;Prevent the user from misusing of the vacation periods.;The fidelity system will check the user's status, if he has requested a vacation period, no points will be summed even though he has made transactions that will usually allow him to gain points.;The users who have requested a vacation will not receive fidelity points.;N/A;10;0;1;1;;;;;;;;;;;;;;;
As a product owner, I want the system to limit the number of vacation periods, so that to minimise the users' inactivity periods;Prevent the user from misusing of the vacation periods.;A vacation counter will be implemented, this counter will decrease at each time the user requests a vacation period. When it reaches 0, the request will be denied. The vacation counter will be incremented at the end of the year.;A user who has used all the available vacation periods will be denied to request a vacation period. At the end of the year, every counter will increase by 1. The vacation counter will correctly decrease.;The vacation counter in the vacation page, and an error message when trying to request a vacation when the counter is at 0.;30;0;2;2;;;;;;;;;;;;;;;
As a security officer, I want the users to be redirected to the login page if there's no active session, so that a third person cannot use a user's account if he leaves the device.;Provide a security measurement against the use of an account by a person who is not the owner.;The timer will be set to disconnect automatically the user after a certain period of inactivity. The page state detector will reset the timer when the user makes an action.;The user is correctly disconnected when the timer expires. The timer will be correctly reset when the user makes some actions.;The automatic disconnection of the user when he does not use the system for a long time.;30;0;3;5;;;;;;;;;;;;;;;
As a client, I want to have access to my account balance, so that I know all the operations I have made.;Provide an interface for the user to check his activities.;The personal area of the users will be updated showing a section in which the operations made by the user are displayed. The operations are retrieved by querying the database manager.;The operations made by the user are displayed on the new section of the user's personal area.;A table containing transactions.;40;0;2;3;;;;;;;;;;;;;;;
As a client, I want to be able to download a copy of my account balance, so I can have a copy of the operations.;Allow the user to keep a copy of his activities.;A download option will be implemented. The database manager will elaborate the data to be downloaded and the controller will initialize the download.;The report is well formed and correctly downloaded by the user.;A report containing all the operations made by the user in a certain period of time.;20;0;2;5;;;;;;;;;;;;;;;
As a client, I want to have a list of the results of my bets, so that I can have a general idea of my wins and losses.;Provide an interface for the user to check his activities.;The personal area of the users will be updated showing a section in which the bets made by the user are displayed comprehensive of results. The bets are retrieved by querying the database manager.;The bets made by the user are displayed on the new section of the user's personal area.;A table containing bets.;40;0;2;2;;;;;;;;;;;;;;;
As a client, I want to have a list of the still pending bets, so that I can eventually decide whether to change my bet or not.;Provide an overview of the non-matched bets.;In the personal area, an interface for the still pending bets will be implemented. It will be organised as a list which element will be provided by the database manager.;The still pending bets made by the user are displayed on the new section of the user's personal area.;A table containing pending bets.;40;0;2;2;;;;;;;;;;;;;;;
As a client, I want to have a list of my in progress bets, so that I can follow the progress of the odds and the match.;Provide an overview of the matched bets.;In the personal area, an interface for the matched bets (but not yet completed) will be implemented. It will be organised as a list which element will be provided by the database manager.;The in progress bets made by the user are displayed on the new section of the user's personal area.;A table containing in progress bets.;40;0;2;2;;;;;;;;;;;;;;;
As a client, I want to choose to see my winning net of fees, so that I can know my actual gain.;Provide an interface that allows the user to know exactly the amount of winning.;The controller will allow the user to show directly the amount of the winnings net of fees, instead of showing two different transactions, one for the actual win and one for the commission, it will calculate and display the difference;The table showing the bets will be net of fees.;A table containing completed bets with the import net of fees.;20;0;1;2;;;;;;;;;;;;;;;
As a client, I want my current credit to be always visible, so that I can see the amount I can use.;Permit the client to always know the available credit.;In the general template of the UI, it will display the user's credit, which will be updated at each transaction.;The correct credit will always be visible.;The updated UI showing the credit on top of the page.;20;0;2;0;;;;;;;;;;;;;;;
As a client, I want dedicated pages For each sport, (e.g. football, basket, tennis etc.) accessible through a menu bar, so that I can filter only the match I am interested in.;Provide an organised interface to facilitate the research of the events .;A general sports page template will be created. The different pages will be created by the event provider which will create a new sports page for each sport. The event provider will also fill those pages with the list of events of the corresponding sport. In the general layout, a menu bar for accessing the sports page will be implemented.;For each sport, there will be a proper page. The events in a sports page will be an event of the relative sport. The menu bar buttons will redirect to the corresponding page sport.;The sports pages containing the events and the menu bar on the main layout.;110;2;3;20;;;;;;;;;;;;;;;
As a client, I want to have a variety of events, so that I can decide where to make my bet.;Offer more market on which the user can spend his money.;An event provider service has to be implemented. This service will retrieve the informations regarding the events in the next week. To get these information, it will check an external service. For each event, it will be generated an event page in which the user can make the bets. All the events are displayed on the events main page in ascending order by date.;The system will provide a list of events which will take place within 7 days. The system will create an event page for each event containing the informations and the market to bet on. All the events will be shown on the main events page.;The events page with the list of events, and the single event page containing the markets of the event.;120;3;1;20;;;;;;;;;;;;;;;
As a client, I want the main page to highlight the main events of the day, so that I can know the most relevant events in that day.;Advertise the important events of the day.;In the sports page a section with the main events of the page will be inserted. The main events will be selected by the event provider service.;The UI will be correctly modified and the new section will comprehend 4 events that will be played during the day.;The section containing the main events of the day on the sports page.;30;0;2;7;;;;;;;;;;;;;;;
As a client, I want a list of the match of the day to be shown on the main page, so that I can see what are the events of the day.;Provide an overview of the incoming events for all the sports.;In the main page, a section For each sport, will be inserted. Each section will contain the next events that will be played.;The main page will be properly modified. The controller will select the events provided by the event provider.;The updated main page containing the sections with the next events.;20;0;2;3;;;;;;;;;;;;;;;
As a client, I want to directly 'lay' bet and 'back' bet on the final result of the listed matches, so that I can bet without open the single event page.;Provide a fast way to bet without having to open the event page if the user wants to bet on the final result of the match.;The UI will be modified showing the same buttons as in the event page for the odds and stake. When the page loads the event, it will also load the corresponding unmatched bet list. When pressed the buttons will allow to lay or back bet the selected result.;The buttons showed permits to bet on the final result of the match. The betting system must work as done on the event page.;The updated list of events with buttons for betting.;40;0;2;5;;;;;;;;;;;;;;;
As a client, I want a betting slip to be visible on every page of the exchange pages (all the pages in which you can actually bet), so that I can keep track of the bets I want to do.;Provide a system that allows the user to make more bets at once.;The UI for the betting slip has to be implemented. When the betting buttons are pressed, the bets are inserted on the betting slip. The previously UI for the betting modification and cancellation will be merged with the betting slip. The betting slip will be put on the main layout, so that it can be visible throughout all the exchange system.;The UI betting slip is visible on all the page within the exchange system. All the previously working functions to make bets will still work within the betting slip. The system will submit all the bets in the betting slip when the submit button is pressed.;The betting slip visible on the exchange system.;40;1;3;5;;;;;;;;;;;;;;;
As a client, I want to filter the market types on an event page, so that I can have a panorama of the odds in which I am interested.;Show only the market the user is interested in.;A sidebar has to be implemented on the event page. The sidebar will contain all the markets available for that event. All the markets will be set as visible by default. By clicking the market on the sidebar, it will disable the view which can be re-enabled by clicking on the market again.;The market will be enabled and disabled by clicking on the sidebar. The sidebar will be visible on the left of the event page.;The sidebar on the event page, and the enable and disable of the view of the markets in the event page.;20;0;2;2;;;;;;;;;;;;;;;
As a client, I want the not submitted bets to remain in my betting slip when I pass through an event page to another, so that I can keep tracking of the bets I intend to do and then do multiple bets at the same time;Simplify the betting action when the user intends to bet on multiple events.;The betting slip will be modified to prevent the system to reset the betting slip when the user changes event page.;The betting slip contains all the non-submitted bets made by the user until he does not disconnect or delete them manually.;The bets in the betting slip.;15;0;1;5;;;;;;;;;;;;;;;
